event_id,measure,position,variant,channel_mode,sample,source_start_ms,source_end_ms,duration_ms,fade_in_ms,fade_out_ms,timing_rule,timing_note
42,39,3-of-4,tenor_bass,mono_sum,available-sounds/electronics-event-clips/tenor-bass/electronics-event-042-tenor-bass.mp3,106128.0,110294.333,4166.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
43,39,4-of-4,soprano,left,available-sounds/electronics-event-clips/soprano/electronics-event-043-soprano.mp3,106961.0,111544.333,4583.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
43,39,4-of-4,alto,right,available-sounds/electronics-event-clips/alto/electronics-event-043-alto.mp3,106961.0,111544.333,4583.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
43,39,4-of-4,tenor_bass,mono_sum,available-sounds/electronics-event-clips/tenor-bass/electronics-event-043-tenor-bass.mp3,106961.0,111544.333,4583.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
44,40,1+1/2-of-4,soprano,left,available-sounds/electronics-event-clips/soprano/electronics-event-044-soprano.mp3,108211.0,111961.333,3750.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
44,40,1+1/2-of-4,alto,right,available-sounds/electronics-event-clips/alto/electronics-event-044-alto.mp3,108211.0,111961.333,3750.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
44,40,1+1/2-of-4,tenor_bass,mono_sum,available-sounds/electronics-event-clips/tenor-bass/electronics-event-044-tenor-bass.mp3,108211.0,111961.333,3750.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
45,40,2-of-4,soprano,left,available-sounds/electronics-event-clips/soprano/electronics-event-045-soprano.mp3,108628.0,112794.333,4166.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
45,40,2-of-4,alto,right,available-sounds/electronics-event-clips/alto/electronics-event-045-alto.mp3,108628.0,112794.333,4166.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
45,40,2-of-4,tenor_bass,mono_sum,available-sounds/electronics-event-clips/tenor-bass/electronics-event-045-tenor-bass.mp3,108628.0,112794.333,4166.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
46,40,3-of-4,soprano,left,available-sounds/electronics-event-clips/soprano/electronics-event-046-soprano.mp3,109461.0,114461.333,5000.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
46,40,3-of-4,alto,right,available-sounds/electronics-event-clips/alto/electronics-event-046-alto.mp3,109461.0,114461.333,5000.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
46,40,3-of-4,tenor_bass,mono_sum,available-sounds/electronics-event-clips/tenor-bass/electronics-event-046-tenor-bass.mp3,109461.0,114461.333,5000.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
47,41,1-of-4,soprano,left,available-sounds/electronics-event-clips/soprano/electronics-event-047-soprano.mp3,111128.0,117377.333,6249.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
47,41,1-of-4,alto,right,available-sounds/electronics-event-clips/alto/electronics-event-047-alto.mp3,111128.0,117377.333,6249.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
47,41,1-of-4,tenor_bass,mono_sum,available-sounds/electronics-event-clips/tenor-bass/electronics-event-047-tenor-bass.mp3,111128.0,117377.333,6249.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
48,41,4+1/2-of-4,soprano,left,available-sounds/electronics-event-clips/soprano/electronics-event-048-soprano.mp3,114044.0,118627.333,4583.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
48,41,4+1/2-of-4,alto,right,available-sounds/electronics-event-clips/alto/electronics-event-048-alto.mp3,114044.0,118627.333,4583.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
48,41,4+1/2-of-4,tenor_bass,mono_sum,available-sounds/electronics-event-clips/tenor-bass/electronics-event-048-tenor-bass.mp3,114044.0,118627.333,4583.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
49,42,2-of-4,soprano,left,available-sounds/electronics-event-clips/soprano/electronics-event-049-soprano.mp3,115294.0,120711.333,5417.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
49,42,2-of-4,alto,right,available-sounds/electronics-event-clips/alto/electronics-event-049-alto.mp3,115294.0,120711.333,5417.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
49,42,2-of-4,tenor_bass,mono_sum,available-sounds/electronics-event-clips/tenor-bass/electronics-event-049-tenor-bass.mp3,115294.0,120711.333,5417.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
50,42,4+1/2-of-4,soprano,left,available-sounds/electronics-event-clips/soprano/electronics-event-050-soprano.mp3,117378.0,121127.333,3749.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
50,42,4+1/2-of-4,alto,right,available-sounds/electronics-event-clips/alto/electronics-event-050-alto.mp3,117378.0,121127.333,3749.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
50,42,4+1/2-of-4,tenor_bass,mono_sum,available-sounds/electronics-event-clips/tenor-bass/electronics-event-050-tenor-bass.mp3,117378.0,121127.333,3749.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
51,43,1-of-4,soprano,left,available-sounds/electronics-event-clips/soprano/electronics-event-051-soprano.mp3,117794.0,123627.333,5833.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
51,43,1-of-4,alto,right,available-sounds/electronics-event-clips/alto/electronics-event-051-alto.mp3,117794.0,123627.333,5833.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
51,43,1-of-4,tenor_bass,mono_sum,available-sounds/electronics-event-clips/tenor-bass/electronics-event-051-tenor-bass.mp3,117794.0,123627.333,5833.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
52,43,4-of-4,soprano,left,available-sounds/electronics-event-clips/soprano/electronics-event-052-soprano.mp3,120294.0,125294.333,5000.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
52,43,4-of-4,alto,right,available-sounds/electronics-event-clips/alto/electronics-event-052-alto.mp3,120294.0,125294.333,5000.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
52,43,4-of-4,tenor_bass,mono_sum,available-sounds/electronics-event-clips/tenor-bass/electronics-event-052-tenor-bass.mp3,120294.0,125294.333,5000.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
53,44,2-of-4,soprano,left,available-sounds/electronics-event-clips/soprano/electronics-event-053-soprano.mp3,121961.0,127794.333,5833.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
53,44,2-of-4,alto,right,available-sounds/electronics-event-clips/alto/electronics-event-053-alto.mp3,121961.0,127794.333,5833.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
53,44,2-of-4,tenor_bass,mono_sum,available-sounds/electronics-event-clips/tenor-bass/electronics-event-053-tenor-bass.mp3,121961.0,127794.333,5833.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
54,45,1-of-4,soprano,left,available-sounds/electronics-event-clips/soprano/electronics-event-054-soprano.mp3,124461.0,136127.333,11666.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
54,45,1-of-4,alto,right,available-sounds/electronics-event-clips/alto/electronics-event-054-alto.mp3,124461.0,136127.333,11666.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
54,45,1-of-4,tenor_bass,mono_sum,available-sounds/electronics-event-clips/tenor-bass/electronics-event-054-tenor-bass.mp3,124461.0,136127.333,11666.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
55,48,2-of-3,soprano,left,available-sounds/electronics-event-clips/soprano/electronics-event-055-soprano.mp3,132794.0,136961.333,4167.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
55,48,2-of-3,alto,right,available-sounds/electronics-event-clips/alto/electronics-event-055-alto.mp3,132794.0,136961.333,4167.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
55,48,2-of-3,tenor_bass,mono_sum,available-sounds/electronics-event-clips/tenor-bass/electronics-event-055-tenor-bass.mp3,132794.0,136961.333,4167.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
56,48,3-of-3,soprano,left,available-sounds/electronics-event-clips/soprano/electronics-event-056-soprano.mp3,133628.0,138211.333,4583.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
56,48,3-of-3,alto,right,available-sounds/electronics-event-clips/alto/electronics-event-056-alto.mp3,133628.0,138211.333,4583.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
56,48,3-of-3,tenor_bass,mono_sum,available-sounds/electronics-event-clips/tenor-bass/electronics-event-056-tenor-bass.mp3,133628.0,138211.333,4583.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
57,49,1+1/2-of-3,soprano,left,available-sounds/electronics-event-clips/soprano/electronics-event-057-soprano.mp3,134878.0,139461.333,4583.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
57,49,1+1/2-of-3,alto,right,available-sounds/electronics-event-clips/alto/electronics-event-057-alto.mp3,134878.0,139461.333,4583.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
57,49,1+1/2-of-3,tenor_bass,mono_sum,available-sounds/electronics-event-clips/tenor-bass/electronics-event-057-tenor-bass.mp3,134878.0,139461.333,4583.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
58,49,3-of-3,soprano,left,available-sounds/electronics-event-clips/soprano/electronics-event-058-soprano.mp3,136128.0,140294.333,4166.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
58,49,3-of-3,alto,right,available-sounds/electronics-event-clips/alto/electronics-event-058-alto.mp3,136128.0,140294.333,4166.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
58,49,3-of-3,tenor_bass,mono_sum,available-sounds/electronics-event-clips/tenor-bass/electronics-event-058-tenor-bass.mp3,136128.0,140294.333,4166.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
59,50,1-of-3,soprano,left,available-sounds/electronics-event-clips/soprano/electronics-event-059-soprano.mp3,136961.0,141961.333,5000.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
59,50,1-of-3,alto,right,available-sounds/electronics-event-clips/alto/electronics-event-059-alto.mp3,136961.0,141961.333,5000.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
59,50,1-of-3,tenor_bass,mono_sum,available-sounds/electronics-event-clips/tenor-bass/electronics-event-059-tenor-bass.mp3,136961.0,141961.333,5000.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
60,50,3-of-3,soprano,left,available-sounds/electronics-event-clips/soprano/electronics-event-060-soprano.mp3,138628.0,142794.333,4166.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
60,50,3-of-3,alto,right,available-sounds/electronics-event-clips/alto/electronics-event-060-alto.mp3,138628.0,142794.333,4166.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
60,50,3-of-3,tenor_bass,mono_sum,available-sounds/electronics-event-clips/tenor-bass/electronics-event-060-tenor-bass.mp3,138628.0,142794.333,4166.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
61,51,1-of-4,soprano,left,available-sounds/electronics-event-clips/soprano/electronics-event-061-soprano.mp3,139461.0,143211.333,3750.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
61,51,1-of-4,alto,right,available-sounds/electronics-event-clips/alto/electronics-event-061-alto.mp3,139461.0,143211.333,3750.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
61,51,1-of-4,tenor_bass,mono_sum,available-sounds/electronics-event-clips/tenor-bass/electronics-event-061-tenor-bass.mp3,139461.0,143211.333,3750.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
62,51,1+1/2-of-4,soprano,left,available-sounds/electronics-event-clips/soprano/electronics-event-062-soprano.mp3,139878.0,146544.333,6666.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
62,51,1+1/2-of-4,alto,right,available-sounds/electronics-event-clips/alto/electronics-event-062-alto.mp3,139878.0,146544.333,6666.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
62,51,1+1/2-of-4,tenor_bass,mono_sum,available-sounds/electronics-event-clips/tenor-bass/electronics-event-062-tenor-bass.mp3,139878.0,146544.333,6666.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
63,52,1+1/2-of-3,soprano,left,available-sounds/electronics-event-clips/soprano/electronics-event-063-soprano.mp3,143211.0,146961.333,3750.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
63,52,1+1/2-of-3,alto,right,available-sounds/electronics-event-clips/alto/electronics-event-063-alto.mp3,143211.0,146961.333,3750.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
63,52,1+1/2-of-3,tenor_bass,mono_sum,available-sounds/electronics-event-clips/tenor-bass/electronics-event-063-tenor-bass.mp3,143211.0,146961.333,3750.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
64,52,2-of-3,soprano,left,available-sounds/electronics-event-clips/soprano/electronics-event-064-soprano.mp3,143628.0,147377.333,3749.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
64,52,2-of-3,alto,right,available-sounds/electronics-event-clips/alto/electronics-event-064-alto.mp3,143628.0,147377.333,3749.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
64,52,2-of-3,tenor_bass,mono_sum,available-sounds/electronics-event-clips/tenor-bass/electronics-event-064-tenor-bass.mp3,143628.0,147377.333,3749.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
65,52,2+1/2-of-3,soprano,left,available-sounds/electronics-event-clips/soprano/electronics-event-065-soprano.mp3,144044.0,148211.333,4167.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
65,52,2+1/2-of-3,alto,right,available-sounds/electronics-event-clips/alto/electronics-event-065-alto.mp3,144044.0,148211.333,4167.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
65,52,2+1/2-of-3,tenor_bass,mono_sum,available-sounds/electronics-event-clips/tenor-bass/electronics-event-065-tenor-bass.mp3,144044.0,148211.333,4167.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
66,52,3+1/2-of-3,soprano,left,available-sounds/electronics-event-clips/soprano/electronics-event-066-soprano.mp3,144878.0,149461.333,4583.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
66,52,3+1/2-of-3,alto,right,available-sounds/electronics-event-clips/alto/electronics-event-066-alto.mp3,144878.0,149461.333,4583.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
66,52,3+1/2-of-3,tenor_bass,mono_sum,available-sounds/electronics-event-clips/tenor-bass/electronics-event-066-tenor-bass.mp3,144878.0,149461.333,4583.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
67,53,2-of-3,soprano,left,available-sounds/electronics-event-clips/soprano/electronics-event-067-soprano.mp3,146128.0,151127.333,4999.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
67,53,2-of-3,alto,right,available-sounds/electronics-event-clips/alto/electronics-event-067-alto.mp3,146128.0,151127.333,4999.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
67,53,2-of-3,tenor_bass,mono_sum,available-sounds/electronics-event-clips/tenor-bass/electronics-event-067-tenor-bass.mp3,146128.0,151127.333,4999.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
68,54,1-of-3,soprano,left,available-sounds/electronics-event-clips/soprano/electronics-event-068-soprano.mp3,147794.0,151544.333,3750.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
68,54,1-of-3,alto,right,available-sounds/electronics-event-clips/alto/electronics-event-068-alto.mp3,147794.0,151544.333,3750.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
68,54,1-of-3,tenor_bass,mono_sum,available-sounds/electronics-event-clips/tenor-bass/electronics-event-068-tenor-bass.mp3,147794.0,151544.333,3750.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
69,54,1+1/2-of-3,soprano,left,available-sounds/electronics-event-clips/soprano/electronics-event-069-soprano.mp3,148211.0,152377.333,4166.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
69,54,1+1/2-of-3,alto,right,available-sounds/electronics-event-clips/alto/electronics-event-069-alto.mp3,148211.0,152377.333,4166.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
69,54,1+1/2-of-3,tenor_bass,mono_sum,available-sounds/electronics-event-clips/tenor-bass/electronics-event-069-tenor-bass.mp3,148211.0,152377.333,4166.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
70,54,2+1/2-of-3,soprano,left,available-sounds/electronics-event-clips/soprano/electronics-event-070-soprano.mp3,149044.0,152794.333,3750.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
70,54,2+1/2-of-3,alto,right,available-sounds/electronics-event-clips/alto/electronics-event-070-alto.mp3,149044.0,152794.333,3750.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
70,54,2+1/2-of-3,tenor_bass,mono_sum,available-sounds/electronics-event-clips/tenor-bass/electronics-event-070-tenor-bass.mp3,149044.0,152794.333,3750.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
71,54,3-of-3,soprano,left,available-sounds/electronics-event-clips/soprano/electronics-event-071-soprano.mp3,149461.0,153627.333,4166.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
71,54,3-of-3,alto,right,available-sounds/electronics-event-clips/alto/electronics-event-071-alto.mp3,149461.0,153627.333,4166.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
71,54,3-of-3,tenor_bass,mono_sum,available-sounds/electronics-event-clips/tenor-bass/electronics-event-071-tenor-bass.mp3,149461.0,153627.333,4166.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
72,55,1-of-3,soprano,left,available-sounds/electronics-event-clips/soprano/electronics-event-072-soprano.mp3,150294.0,154044.333,3750.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
72,55,1-of-3,alto,right,available-sounds/electronics-event-clips/alto/electronics-event-072-alto.mp3,150294.0,154044.333,3750.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
72,55,1-of-3,tenor_bass,mono_sum,available-sounds/electronics-event-clips/tenor-bass/electronics-event-072-tenor-bass.mp3,150294.0,154044.333,3750.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
73,55,1+1/2-of-3,soprano,left,available-sounds/electronics-event-clips/soprano/electronics-event-073-soprano.mp3,150711.0,154461.333,3750.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
73,55,1+1/2-of-3,alto,right,available-sounds/electronics-event-clips/alto/electronics-event-073-alto.mp3,150711.0,154461.333,3750.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
73,55,1+1/2-of-3,tenor_bass,mono_sum,available-sounds/electronics-event-clips/tenor-bass/electronics-event-073-tenor-bass.mp3,150711.0,154461.333,3750.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
74,55,2-of-3,soprano,left,available-sounds/electronics-event-clips/soprano/electronics-event-074-soprano.mp3,151128.0,154877.333,3749.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
74,55,2-of-3,alto,right,available-sounds/electronics-event-clips/alto/electronics-event-074-alto.mp3,151128.0,154877.333,3749.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
74,55,2-of-3,tenor_bass,mono_sum,available-sounds/electronics-event-clips/tenor-bass/electronics-event-074-tenor-bass.mp3,151128.0,154877.333,3749.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
75,55,2+1/2-of-3,soprano,left,available-sounds/electronics-event-clips/soprano/electronics-event-075-soprano.mp3,151544.0,155711.333,4167.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
75,55,2+1/2-of-3,alto,right,available-sounds/electronics-event-clips/alto/electronics-event-075-alto.mp3,151544.0,155711.333,4167.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
75,55,2+1/2-of-3,tenor_bass,mono_sum,available-sounds/electronics-event-clips/tenor-bass/electronics-event-075-tenor-bass.mp3,151544.0,155711.333,4167.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
76,55,3+1/2-of-3,soprano,left,available-sounds/electronics-event-clips/soprano/electronics-event-076-soprano.mp3,152378.0,156127.333,3749.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
76,55,3+1/2-of-3,alto,right,available-sounds/electronics-event-clips/alto/electronics-event-076-alto.mp3,152378.0,156127.333,3749.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
76,55,3+1/2-of-3,tenor_bass,mono_sum,available-sounds/electronics-event-clips/tenor-bass/electronics-event-076-tenor-bass.mp3,152378.0,156127.333,3749.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
77,56,1-of-3,soprano,left,available-sounds/electronics-event-clips/soprano/electronics-event-077-soprano.mp3,152794.0,156544.333,3750.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
77,56,1-of-3,alto,right,available-sounds/electronics-event-clips/alto/electronics-event-077-alto.mp3,152794.0,156544.333,3750.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
77,56,1-of-3,tenor_bass,mono_sum,available-sounds/electronics-event-clips/tenor-bass/electronics-event-077-tenor-bass.mp3,152794.0,156544.333,3750.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
78,56,1+1/2-of-3,soprano,left,available-sounds/electronics-event-clips/soprano/electronics-event-078-soprano.mp3,153211.0,156961.333,3750.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
78,56,1+1/2-of-3,alto,right,available-sounds/electronics-event-clips/alto/electronics-event-078-alto.mp3,153211.0,156961.333,3750.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
78,56,1+1/2-of-3,tenor_bass,mono_sum,available-sounds/electronics-event-clips/tenor-bass/electronics-event-078-tenor-bass.mp3,153211.0,156961.333,3750.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
79,56,2-of-3,soprano,left,available-sounds/electronics-event-clips/soprano/electronics-event-079-soprano.mp3,153628.0,157377.333,3749.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
79,56,2-of-3,alto,right,available-sounds/electronics-event-clips/alto/electronics-event-079-alto.mp3,153628.0,157377.333,3749.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
79,56,2-of-3,tenor_bass,mono_sum,available-sounds/electronics-event-clips/tenor-bass/electronics-event-079-tenor-bass.mp3,153628.0,157377.333,3749.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
80,56,2+1/2-of-3,soprano,left,available-sounds/electronics-event-clips/soprano/electronics-event-080-soprano.mp3,154044.0,157794.333,3750.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
80,56,2+1/2-of-3,alto,right,available-sounds/electronics-event-clips/alto/electronics-event-080-alto.mp3,154044.0,157794.333,3750.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
80,56,2+1/2-of-3,tenor_bass,mono_sum,available-sounds/electronics-event-clips/tenor-bass/electronics-event-080-tenor-bass.mp3,154044.0,157794.333,3750.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
81,56,3-of-3,soprano,left,available-sounds/electronics-event-clips/soprano/electronics-event-081-soprano.mp3,154461.0,158211.333,3750.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
81,56,3-of-3,alto,right,available-sounds/electronics-event-clips/alto/electronics-event-081-alto.mp3,154461.0,158211.333,3750.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
81,56,3-of-3,tenor_bass,mono_sum,available-sounds/electronics-event-clips/tenor-bass/electronics-event-081-tenor-bass.mp3,154461.0,158211.333,3750.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
82,56,3+1/2-of-3,soprano,left,available-sounds/electronics-event-clips/soprano/electronics-event-082-soprano.mp3,154878.0,158627.333,3749.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
82,56,3+1/2-of-3,alto,right,available-sounds/electronics-event-clips/alto/electronics-event-082-alto.mp3,154878.0,158627.333,3749.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
82,56,3+1/2-of-3,tenor_bass,mono_sum,available-sounds/electronics-event-clips/tenor-bass/electronics-event-082-tenor-bass.mp3,154878.0,158627.333,3749.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
83,57,1-of-3,soprano,left,available-sounds/electronics-event-clips/soprano/electronics-event-083-soprano.mp3,155294.0,159044.333,3750.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
83,57,1-of-3,alto,right,available-sounds/electronics-event-clips/alto/electronics-event-083-alto.mp3,155294.0,159044.333,3750.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
83,57,1-of-3,tenor_bass,mono_sum,available-sounds/electronics-event-clips/tenor-bass/electronics-event-083-tenor-bass.mp3,155294.0,159044.333,3750.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
84,57,1+1/2-of-3,soprano,left,available-sounds/electronics-event-clips/soprano/electronics-event-084-soprano.mp3,155711.0,159461.333,3750.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
84,57,1+1/2-of-3,alto,right,available-sounds/electronics-event-clips/alto/electronics-event-084-alto.mp3,155711.0,159461.333,3750.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
84,57,1+1/2-of-3,tenor_bass,mono_sum,available-sounds/electronics-event-clips/tenor-bass/electronics-event-084-tenor-bass.mp3,155711.0,159461.333,3750.333,20.0,3333.333,event_to_next_event_plus_four_beats,musicxml_tempo_encoded
